Unnamed: 0,id,place,Link,content,News_date,First_Line,latitude,longitude,state,week_avg_weather,precipitation_3days
10,107508185,New Delhi,https://timesofindia.indiatimes.com/city/delhi/kid-crushed-by-car-bizman-held-latest-news/articleshow/107508185.cms,"New Delhi: A two-and-a-half-year-old boy was crushed to death under a car while walking near a road in northwest Delhi’s Mukherjee Nagar on Wednesday. The suspect, identified as Mehak Bansal (38), a businessman, has been arrested, police said. The incident which was captured by a CCTV camera, showed a red car colliding with the toddler as he was seen running to the other side. The accused, who was behind the wheel, inadvertently ran over the child, resulting in fatal injuries. Parents and bystanders rushed to the child's aid, transporting him to hospital for urgent medical attention. ""Upon receiving the information, a team rushed to the hospital, where it was discovered that the child had succumbed to his injuries. A case has been registered under Section 279 for rash driving and Section 304(a) for death caused by negligence,"" said Jitender Meena, DCP (Northwest). Explore Your Financial Landscape with Personalized Credit Insights.",08/02/24,A two-and-a-half-year-old boy was crushed to death under a car while walking near a road in northwest Delhi’s Mukherjee Nagar on Wednesday,28.6138954,77.2090057,Delhi,14.31401062,0
11,107674800,Noida,https://timesofindia.indiatimes.com/city/noida/couple-dies-daughter-in-critical-care-as-car-rams-bike/articleshow/107674800.cms,"Noida: A factory worker and his wife died while their five-year-old daughter sustained grievous injuries and continues to be under critical care in a hit-and-run accident on Monday. The couple was on their way back home to Bhangel in Sector 106 after consultation with a doctor in Delhi around 2pm on Monday when an i20 car, bearing UP registration, hit their bike from behind near the 31-25 roundabout and sped off, police said. A team from Sector 24 and a few passersby rushed the three injured persons to Kailash hospital but Ranjan Kumar (45) died on the way. His wife Ruby (40) succumbed during treatment while their daughter Milki is still under treatment, SHO Sector 24 Vivek Srivastava said. “The girl is out of danger but doctors said she is still under observation,” the SHO said. Police, meanwhile, handed over the bodies to their family members after the autopsy. “A case under IPC Sections 304 A (causing death by negligence), 279 (rash driving) and 338 (causing grievous hurt by act endangering life or personal safety of others) has been filed against the i20 driver. We identified the car’s number and are trying to reach its owner,” the officer said. A total of 1,176 road crashes killed 470 people and left 858 injured last year compared to 437 fatalities in 1,122 accidents in the year preceding it. Over 850 people were injured in 2022. Explore Your Financial Landscape with Personalized Credit Insights.",14/02/24,A factory worker and his wife died while their five-year-old daughter sustained grievous injuries and continues to be under critical care in a hit-and-run accident on Monday,28.5706333,77.3272147,Uttar Pradesh,17.7874279,0
12,107612340,Kota,https://timesofindia.indiatimes.com/city/jaipur/car-accident-in-jhalawar-kota-2-killed-3-critically-injured/articleshow/107612340.cms,"Kota: Two people were killed and three others were critically injured on Saturday night when their car plunged into a ditch after hitting a bridge wall near Manyakhedi village in Jhalawar district. The deceased were identified as Suhail Mohammad (22) and Sameer Shah (24), both residents of Manhorethana town. The injured were identified as Abrar, Sayeed, and Aman, also from Manhorethana. The accident occurred around 9 pm on the Jhalawar-Eklera state highway when the car, traveling from Jhalawar, swerved and hit the bridge wall before falling into a 10-15 foot deep ditch, according to Manhorethana police station SHO Ajit Choudhary. Suhail Mohammad died on the spot, while Sameer Shah succumbed to his injuries during treatment at a Jhalawar hospital on Sunday morning. One of the injured was transferred to SMS Hospital in Jaipur for further treatment, while the other two remain hospitalized in Kota in critical condition. Police have registered an accidental case and are investigating the incident. The bodies of the deceased were handed over to their families after post-mortem examinations on Sunday morning. Explore Your Financial Landscape with Personalized Credit Insights.",12/02/24,Two people were killed and three others were critically injured on Saturday night when their car plunged into a ditch after hitting a bridge wall near Manyakhedi village in Jhalawar district,25.1737019,75.8574194,Rajasthan,19.75184441,0
13,107578941,New Delhi,https://timesofindia.indiatimes.com/india/3-killed-12-injured-as-car-falls-into-gorge-in-j-ks-kishtwar/articleshow/107578941.cms,"NEW DELHI: Three individuals, including an infant, lost their lives, and 12 others sustained injuries in Jammu and Kashmir's Kishtwar district when an SUV skidded off the road and plunged into a deep gorge officials said on Saturday. The accident occurred late Friday evening when the overloaded passenger vehicle met with the accident at the Hakoo village on the Gulabgarh-Machail road , the officials said. Three individuals—Daya Krishan aged 36 years old, Sabita Devi aged 30 years old, and a 15-day-old boy— were killed and 12 others were injured in the accident, Officials added. Officials further informed that four critically injured individuals were hospitalised at the Government Medical College (GMC) in Jammu for specialised treatment. The Kishtwar district administration promptly declared an ex-gratia relief of Rs 50,000 for the families of those deceased and Rs 10,000 for the critically injured under the District Red Cross Fund. Explore Your Financial Landscape with Personalized Credit Insights.",11/02/24,"Three individuals, including an infant, lost their lives, and 12 others sustained injuries in Jammu and Kashmir's Kishtwar district when an SUV skidded off the road and plunged into a deep gorge officials said on Saturday",28.6138954,77.2090057,Delhi,15.96114635,0
14,107178539,Jalandhar,https://timesofindia.indiatimes.com/city/ludhiana/4-killed-2-injured-in-car-truck-collision-on-jammu-jalandhar-national-highway/articleshow/107178539.cms,"JALANDHAR: At least four people were killed, and two sustained injuries in a collision between a car and a truck on the Jammu-Jalandhar National Highway on Saturday. ""A car and truck collided, and five people traveling in the car, out of which four lost their lives on the spot,"" said Har Prem Singh, SHO Dasuha. ""The injured have been admitted to the civil hospital, and we are verifying how this accident happened,"" added SHO Dasuha. (With inputs from agency) Explore Your Financial Landscape with Personalized Credit Insights.",27/01/24,"At least four people were killed, and two sustained injuries in a collision between a car and a truck on the Jammu-Jalandhar National Highway on Saturday",31.3323762,75.576889,Punjab,12.00376034,0
15,107479317,Bilaspur,https://timesofindia.indiatimes.com/city/shimla/1-killed-3-injured-as-leopard-pounces-on-car-in-himachal-pradeshs-bilaspur/articleshow/107479317.cms,"BILASPUR : One person was killed and three others sustained injuries when a leopard suddenly attacked a car carrying passengers near Hawan village last night, as reported by a government spokesperson on Wednesday. The passengers were returning from a wedding in Mandi district when the attack occurred, causing the vehicle to plummet 150 feet into a nearby gorge. According to the spokesperson, the driver of the car, Himmat Singh, was killed, and three others were injured when the leopard leaped onto the vehicle. The impact was so severe that the vehicle plunged into a gorge, he added. Upon learning about the incident, the nearby villagers informed the police, and the injured were promptly taken to the hospital for treatment. The spokesperson further stated that at the hospital, doctors declared Himmat Singh as brought dead. The Ghumarwin police had sent the deceased's body to the Civil Hospital for post-mortem examination, and a case of accident had been registered, he added. Further investigation into the matter is ongoing, stated the spokesperson. (With inputs from PTI) Explore Your Financial Landscape with Personalized Credit Insights.",07/02/24,"One person was killed and three others sustained injuries when a leopard suddenly attacked a car carrying passengers near Hawan village last night, as reported by a government spokesperson on Wednesday",28.868311,79.29807497,Haryana,14.48248959,0
16,107446381,Mumbai,https://timesofindia.indiatimes.com/city/mumbai/car-rolls-off-slope-due-to-tyre-burst-in-palghar-2-dead-4-hurt/articleshow/107446381.cms,"MUMBAI: Two men died and four others were injured when the car they were travelling in turned turtle and rolled down a slope after one of the tyres of the vehicle burst in Palghar early Sunday morning. The six men from Bhadave village in Palghar were on their way for a cricket match at Nagzari village, around 42km away, the police said, adding that they would often travel in and around Palghar for cricket tournaments. At Garvashet village, one of the tyres burst around 6.30 am, killing the two in the front seat - Chandrakant Patil (40) and Utkesh Raut (27) - on the spot. It is still to be ascertained as to who was driving the car. Locals and people from passing vehicle rushed to help those in the car. The other four in the rear seat - Mayur Vaidya, Lokesh Vaidya, Dhiraj Patil and Meet Raut - all in their 20s, were were rescued. They have been admitted to a private hospital in Boisar. Statements of the injured are still to be recorded. The police said they are still to verify if the car was speeding. Cricket bats and tennis balls were found in the boot. Explore Your Financial Landscape with Personalized Credit Insights.",06/02/24,Two men died and four others were injured when the car they were travelling in turned turtle and rolled down a slope after one of the tyres of the vehicle burst in Palghar early Sunday morning,19.08157715,72.88662754,Maharashtra,25.18158531,0
17,107394532,New Delhi,https://timesofindia.indiatimes.com/city/delhi/car-driver-booked-for-accident-that-killed-37-yr-old-in-s-delhi/articleshow/107394532.cms,"New Delhi: Two weeks after a car collided with an auto, resulting in the death of a 37-year-old man and injuries to two passengers, including a 5-year-old, a case of negligence has been registered, police said on Friday. The incident took place in Defence Colony area of south Delhi. The offending vehicle has been identified and a manhunt has been initiated to nab the suspect. According to police they had received a PCR call on the afternoon of Jan 20 informing them about a crash near Moolchand hospital. “ The victims, a father-daughter duo, and the auto driver had sustained injuries and were rushed to the hospital.” said a senior police officer. The passengers had received minor injuries and were discharged from the hospital but the victim identified as Gareeb Das succumbed to his injuries on Friday. A case was registered under relevant sections of death due to negligence. Explore Your Financial Landscape with Personalized Credit Insights.",04/02/24,"Two weeks after a car collided with an auto, resulting in the death of a 37-year-old man and injuries to two passengers, including a 5-year-old, a case of negligence has been registered, police said on Friday",28.6138954,77.2090057,Delhi,13.47312546,5.099999845
18,107775613,Pune,https://timesofindia.indiatimes.com/city/pune/3-killed-1-injured-in-car-accident-on-pune-nashik-highway/articleshow/107775613.cms,"PUNE: Three killed and one person sustained injuries in a car accident on the Pune-Nashik Highway near Manchar taluka of Pune district on Saturday morning. The car collided with a road divider before crashing into a tempo, as confirmed by Pune Rural police officials. (With inputs from ANI) Explore Your Financial Landscape with Personalized Credit Insights.",17/02/24,Three killed and one person sustained injuries in a car accident on the Pune-Nashik Highway near Manchar taluka of Pune district on Saturday morning,18.521428,73.8544541,Maharashtra,24.71147156,0
19,107379707,Bhubaneswar,https://timesofindia.indiatimes.com/city/bhubaneswar/4-killed-as-car-crashes-into-roadside-house-in-cuttack/articleshow/107379707.cms,"BHUBANESWAR: Four people were killed in a car accident in Odisha 's Cuttack on Friday night. The incident took place near Gadadharpur village in the Tigiria police station area on Friday night. The deceased were friends who were returning home after attending a wedding in Koilikanya village. Police suspect that low visibility caused by fog may have contributed to the accident. The bodies have been sent for post-mortem examination. In another unfortunate incident in the district, two individuals lost their lives when their motorcycle collided with a bus in Janhia Chhak in the Nischintakoili police station area on Friday night. The victims hailed from Jagatsinghpur district. The police are currently conducting an investigation to determine the cause of the accident. Explore Your Financial Landscape with Personalized Credit Insights.",03/02/24,Four people were killed in a car accident in Odisha 's Cuttack on Friday night,20.2602964,85.8394521,Odisha,23.6454258,1.00000003
20,107407257,Jammu,https://timesofindia.indiatimes.com/india/four-of-family-killed-in-jk-car-accident/articleshow/107407257.cms,"JAMMU : Four members of a family were killed and one critically injured early Sunday after their car, rear-ended by a truck, smashed into another truck in front in Udhampur ’s Salora area, police said. “All were rushed to GMC Udhampur where four were declared dead. An injured girl was referred to the Government Medical College and Hospital (GMC&H) Jammu. She is stated to be stable,” a police official said. The deceased have been identified as Nitin Dogra (37), his wife Ritu (32) and daughters Khushi (17) and Vani (11), and the injured as Vrinda (15). The family hailed from Jammu. Explore Your Financial Landscape with Personalized Credit Insights.",04/02/24,"Four members of a family were killed and one critically injured early Sunday after their car, rear-ended by a truck, smashed into another truck in front in Udhampur ’s Salora area, police said",32.7185614,74.8580917,Jammu and Kashmir,10.95829105,3.100000083
21,107065962,Jabalpur,https://timesofindia.indiatimes.com/city/bhopal/tragic-morning-walk-turns-fatal-two-brothers-killed-in-anuppur-accident/articleshow/107065962.cms,"Jabalpur : Two siblings who had gone for a morning walk were killed after a speeding car hit them in Anuppur district on Monday morning. The incident took place on national highway 43, near Funga police outpost. The deceased have been identified as Sunil Sahu, 32 and Shubham Sahu, 26, both residents of Chandiya but were living in Kadam Tola of Anuppur where they ran a medical shop. Police said that both brothers had gone for a morning walk and were returning home at around 7 am, when near Pyari bus stand they were hit by a car. The car with registration number CG 16 CR 5272 was coming from Anuppur and was going towards Kotma when the accident took place, said police. A crowd gathered on the national highway, after which a case was registered and both the bodies were sent for autopsy, police said. The car has been seized and detailed investigations are being carried out, police said.. TNN Explore Your Financial Landscape with Personalized Credit Insights.",23/01/24,Two siblings who had gone for a morning walk were killed after a speeding car hit them in Anuppur district on Monday morning,23.1608938,79.9497702,Madhya Pradesh,16.62831306,0
22,107043651,Bhubaneswar,https://timesofindia.indiatimes.com/city/bhubaneswar/noted-ollywood-director-in-critical-condition-after-car-accident/articleshow/107043651.cms,"BHUBANESWAR: Three men died and noted Ollywood director Sudhakar Basant sustained grievous injuries in two separate road accidents on Sunday. Basant's car rammed into a stationary truck near Manguli Chhak in Cuttack in the early hours. Police sources said Basant was seated in the front adjacent to the driver's seat. Basant, his driver and two others were travelling from Baripada to Cuttack when the accident took place, police sources said. ""The car was badly damaged. The intensity of the collision was huge. Fire services personnel rescued the passengers from the mangled car by using gas cutters and rushed them to SCB Medical College and Hospital. Basant's condition was extremely critical. He has not yet regained his consciousness,"" an officer of the commissionerate police said. Doctors at the hospital said Basant suffered severe injuries on his head, chest, face and legs. Several actors from the Ollywood thronged the hospital and wished for Basant's quick recovery. Four persons, including Basant, were returning from a shoot in Mayurbhanj on Saturday,"" said actor Shakti Baral. The other three passengers are stable, doctors said. In another accident, a speeding truck hit a two-wheeler at Ranital in Bhadrak district in the morning, when there was dense fog. The biker and two pillion riders were taken to Bhadrak district headquarters hospital. While two of them were declared dead on arrival, the third victim died of injuries during treatment. ""We are trying to arrest the truck driver who fled with the vehicle. Identities of the three deceased are being ascertained,"" a police officer said. Explore Your Financial Landscape with Personalized Credit Insights.",22/01/24,Three men died and noted Ollywood director Sudhakar Basant sustained grievous injuries in two separate road accidents on Sunday,20.2602964,85.8394521,Odisha,19.99777031,11.70000029
23,107097281,Kallakurichi,https://timesofindia.indiatimes.com/city/chennai/chennai-cop-and-wife-killed-in-car-accident-ulundurpet-collision/articleshow/107097281.cms,"Kallakurichi: A Chennai police constable and his wife died as their car overturned after a tyre burst, and collided head-on with another car coming in the opposite direction near Ulundurpet in Kallakurichi district on Monday night. Police said A Balamurugan, 32, a police constable attached to Sankar Nagar police station near Tambaram, and his wife A Vinothini, 30, were returning in his car after visiting his in-laws in Karur. When they crossed a flyover near Ulundurpet, one of the front tyres burst, Balamurugan lost control and the vehicle overturned. The car hit another one, coming from the opposite direction, bound for Trichy from Puducherry. Balamurugan and his wife sustained severe head injuries in the accident . Four people travelling in the other car also sustained injuries. The front portion of the police constable’s car was completely ripped off in the impact. Passersby rescued the injured people and rushed them to Ulundurpet government general hospital. Balamurugan and his wife succumbed to the injuries despite medical attention while four others were undergoing treatment at Ulundurpet GH. Edaikkal police registered a case and begun investigations. Explore Your Financial Landscape with Personalized Credit Insights.",24/01/24,"A Chennai police constable and his wife died as their car overturned after a tyre burst, and collided head-on with another car coming in the opposite direction near Ulundurpet in Kallakurichi district on Monday night",11.7406259,78.9637131,Tamil Nadu,25.15332603,0.600000001
24,107002541,Visakhapatnam,https://timesofindia.indiatimes.com/city/visakhapatnam/tragic-accidents-five-persons-killed-in-vizag-visakhapatnam/articleshow/107002541.cms,"Visakhapatnam: Five persons, including two children, were killed in two separate road crashes in Vizag region. In the first incident, three of a family died on the spot when the car in which they were travelling overturned after it suffered a flat tyre on NH-16 stretch near Sankaram village in Anakapalle district. The dead were identified as P Satyavati (48), P Kumari (35) and three-year-old, Abhiram. Police said that the seven members from two families from Bikkavolu village in East Godavari district were on a pilgrimage. On Friday, they visited a few temples in Srikakulam and Simhachalam in Vizag city. Police said that they were going from Simhachalam to Annavaram temple when the accident took place. Their car suffered a flat tyre and the vehicle overturned and three died on the spot, while the other four escaped with injuries. Police said that the car hit the railing dividing and turned turtle on the other side of the NH-16. A case has been registered and the bodies were shifted for postmortem. In another incident, two persons died on the spot after a speeding tipper truck hit a bike near Duvvada in Vizag city. The dead were identified as K Venkata Prasad (30) and his niece, K Hasini. Explore Your Financial Landscape with Personalized Credit Insights.",20/01/24,"Five persons, including two children, were killed in two separate road crashes in Vizag region",17.7231276,83.3012842,Andhra Pradesh,23.67012596,0.700000048
25,106972042,Ghaziabad,https://timesofindia.indiatimes.com/city/ghaziabad/boy-16-killed-in-bike-accident-on-loni-pusta-road-in-ghaziabad/articleshow/106972042.cms,"Ghaziabad: A 16-year-old boy was killed after his bike was hit by a four-wheeler on Loni Pusta Road on Wednesday night near Vijay Vihar Colony. He was travelling with his friend who suffered some injuries and is recovering in a private hospital in Ghaziabad. ADCP (Traffic), Veerendra Kumar, said that the incident happened at 8pm on Wednesday. “Both the boys were not wearing helmets,” the ADCP added. Investigation revealed that an unidentified car hit the two boys on the bike from behind causing them to fall on the road. The deceased has been identified as Salman Khan and his injured friend is Usman (15), both residents of Ankur Vihar. “Salman received severe head injuries and the locals took him to a nearby hospital where he succumbed to injuries. While Usman is still in the ICU,” Kumar said. Police said that the deceased’s family filed a complaint at Ankur Vihar police station after which an FIR has been registered under Sections 304A ( death due to negligence) and 279 (rash driving) of the Indian Penal Code . Police are trying to identify the vehicle or driver and checking CCTV footage of nearby areas. Bike rams into divider near NH9, 22-year-old dies In another accident case that happened on Wednesday night, a 22-year-old died when he lost his balance on his two-wheeler and collided with a driver. The accident happened at Labour Chowk adjacent to NH-9 in Vijay Nagar when the deceased was going to his home in Crossings Republik with his friend. According to additional deputy commissioner of police (traffic), Veerendra Kumar, the incident happened at 11.40pm. The locals informed the police of the accident and took the deceased to a nearby hospital, where he died during treatment. The deceased has been identified as Deepak Kumar. His friend, Karan Singh (24), was severely injured too but is stable now. Both are residents of Dundahera. In this case, the police haven’t received any complaint so far. Explore Your Financial Landscape with Personalized Credit Insights.",19/01/24,A 16-year-old boy was killed after his bike was hit by a four-wheeler on Loni Pusta Road on Wednesday night near Vijay Vihar Colony,35.233837,71.33074,Uttar Pradesh,0.982749939,0.200000003
