,Link,content,News_date
10,https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/telugu-actor-raghu-babus-car-rams-into-a-bike-on-highway-the-bike-rider-dies/articleshow/109398897.cms,"Renowned actor and comedian in the Telugu entertainment industry, Raghu Babu , was involved in an accident on Wednesday as his car collided with a bike, leading to the death of the bike driver. The accident occurred on the Narketpally-Addanki highway while Raghu was going to Hyderabad from Guntur . Reports indicate that Raghu's car hit a motorcycle, resulting in the death of Sandineni Janardhan Rao, the 51-year-old rider of the bike and the Narketpally town secretary of Bharat Rashtra Samithi (BRS). The crash occurred when Janardhan Rao attempted a U-turn on the highway, and Raghu's car, reportedly traveling at high speed, struck the motorcycle from behind. Tragically, Janardhan Rao succumbed to his injuries at the scene of the accident. The impact of the collision was severe, throwing the motorcycle approximately 50 meters away from the point of impact. Footage of the bike after the accident has since gone viral on social media platforms, with Raghu seated in the passenger seat of his car and explaining his side to the locals. While Raghu Babu emerged from the accident unscathed, he was taken into custody by the authorities. A case has been registered against him under Section 304-A of the Indian Penal Code (IPC) for negligence causing death. Authorities revealed that Raghu was on his way to Hyderabad when the accident occurred. The vehicle involved in the collision was identified as a BMW car , which struck the motorcycle from the rear. In response to the incident, the Nalgonda police department emphasized the suddenness of the collision, saying that the motorcyclist took an abrupt turn near the Leprosy Colony."," Apr 18, 2024, 14:34 IST"
11,https://timesofindia.indiatimes.com/city/dehradun/four-killed-as-car-falls-into-gorge-in-uttarakhands-pithoragarh/articleshow/109493367.cms,"PITHORAGARH: Four people were killed after their vehicle fell into a gorge in Uttarakhand 's Pithoragarh district on Monday, an official said. The District Control Room in Pithoragarh alerted the state disaster response force ( SDRF ) about the accident, which occurred near Andoli in the Ancholi region. The vehicle, carrying eight people who were returning from a wedding ceremony, lost control and fell approximately 200 meters into the gorge. Upon receiving this information, an SDRF team, led by ASI Sundar Singh Bora, immediately departed for the accident site,' the official added. Four injured passengers were rescued by the local people and transported to the hospital for medical attention. The SDRF team coordinated with local police and people. 'They worked together to retrieve the bodies of 4 deceased individuals from the gorge and handed them over to the district police,' the official said."," Apr 22, 2024, 12:24 IST"
12,https://timesofindia.indiatimes.com/city/mumbai/car-speeding-on-flyover-flips-over-hits-cab-kills-its-driver/articleshow/109388752.cms,"MUMBAI: A 19-year-old man has been booked after his "" speeding "" car crashed into a taxi, killing the driver on the Vakola flyover early Wednesday. The teenager's car flipped over the median and crashed into the cab on the other carriageway. The teenager, Samyak Raniwala, and two underage occupants of his car - a boy and a girl -- were also injured in the crash . All three have been hospitalised. The three had gone out late Tuesday to a pizza joint in Bandra and were headed back when the accident occurred sometime between 3.35 am and 3.50 am. The car also hit an app cab. The taxi driver , Vivek Mishra (34) was declared dead at a hospital. The police have established the sequence of events based on an eyewitness account given by the driver of the app cab, Abdul Wahab Shaikh, whose vehicle was right behind the other taxi on the carriageway for south-bound vehicles. According to the criminal offence registered at Vakola police station, the teenager was driving at ""immense speed"" when he lost control and the car flipped over the divider, crashing into the taxi first before hitting the front portion of the app cab, damaging it. The app cab driver halted to assess the damage to vehicle when he noticed that the other cabbie had been grievously injured and was trapped in the vehicle. The teenager and his two friends were also injured. Soon, other motorists halted and came to the accident site. Someone dialled the police, and the injured were extricated from their vehicles and taken to hospital where the taxi driver was pronounced dead. The police found out that he was a Kalyan resident; his family members were informed. A criminal offence of negligence and rash driving has been registered against the teen based on the statement of the app cab driver.","Updated: Apr 18, 2024, 14:00 IST"
13,https://timesofindia.indiatimes.com/india/no-seatbelt-worn-during-car-accident-national-body-refuses-relief-to-consumer/articleshow/109382755.cms,"NEW DELHI: The National Consumer Disputes Redressal Commission (NCDRC) has set aside an order of Maharashtra State Consumer Commission which had directed a major car manufacturer to pay Rs 1 lakh compensation for non-deployment of airbags in an accident. The NCDRC arrived at the decision after finding that the driver was not wearing the seatbelt which was one of the reasons for non-deployment of airbags in the crash. Though the NCDRC took note of the consumer’s argument that seatbelt does not need to be used for airbag activation, it observed that his claim lacked supporting evidence. It also turned down the state commission’s finding that manufacturing defects led to the non-deployment of airbags on the same ground. The two-member bench comprising Subhash Chandra and Sadhna Shanker in its order passed on April 4 said, “The issue of seatbelt not being required to be buckled has not been supported by any evidence. The finding of the State Commission that there was a manufacturing defect without the same being established under Section 13(1)(a) which required to be compensated under Section 14 is therefore not based on any finding of fact or legal precedent.” Experts have maintained that airbags in cars work effectively only when seatbelts are fastened. The sections in the order referred to the provisions of Consumer Protection Act. As per the NCDRC order, one Mumbai-based Ushat Gulgule had bought a Honda Civic from a dealer in Pune. The car met with an accident in March 2013 on the Western Express Highway and its front portion got damaged. Gulgule also received serious injuries. The car owner filed a case in the Maharashtra state commission alleging that the car failed to deploy airbags despite severe impact attributing this to a manufacturing defect. Honda informed the consumer that airbags deploy when specific conditions are met and it informed the state commission that the consumer had not buckled the seatbelt, which was also a reason for non-deployment of airbags. The state commission had concluded that the airbags should have opened as a safety feature despite not wearing of seatbelt since the impact of crash was very forceful. It had also taken note of media reports of the carmaker recalling vehicles due to defect in airbags. The commission had ordered Rs 1 lakh compensation to Gulgule. When the matter was heard by NCDCRC, the consumer had cited the report of Western India Automobile Association that the airbags ought to have opened given the nature of accident and also referred to media reports of the carmker recalling two lakh Honda Civic between 2013 and 2015 due to problems in airbags. In its order the NCDRC concluded that the report of the automobile association can’t be relied upon as an “expert opinion” since it’s neither an “appropriate laboratory” as per the Consumer Protection Act nor does it provide any assessment of the non-deployment of airbags. “In the absence of there being any technical or expert opinion as required under Section 13(1)(c), the finding of the State Commission of a defect in the car is not sustainable,” the NCDRC bench said.","Updated: Apr 18, 2024, 07:29 IST"
14,https://timesofindia.indiatimes.com/city/mumbai/teen-booked-for-early-morning-crash-taxi-driver-killed/articleshow/109380755.cms,"MUMBAI: A 19-year-old youth has been booked after his speeding car flipped over the divider on the Western Express Highway at Santacruz East early on Wednesday, crashing into a taxi and killing the taxi driver . The accused and two occupants of his car were also injured in the crash and have been hospitalised. Vakola Police are investigating further. The accused, Samyak Raniwala, is a college student. He and two friends, a boy and a girl who are both underage, had gone out on Tuesday night to a pizza place in Bandra for dinner. They had reached the Vakola flyover on WEH between 3.35 am and 3.50 am when the incident occurred. Police established the sequence of events based on an eyewitness account given by Abdul Wahab Shaikh, an app cab driver. Shaikh told the police that he was plying a passenger from Malwani to Parel and was driving on the Vakola flyover's south-bound arm. A taxi driven by Vivek Mishra, 34, was moving on the south-bound arm just ahead of Shaikh's app cab. According to the FIR, Raniwala was driving on the north-bound arm and the vehicle was in immense speed. Raniwala lost control and the car flipped over the divider, crashing into Mishra's taxi. Raniwala's car also hit the front portion of Shaikh's app cab, damaging it. Post the crash, Shaikh halted his app cab and stepped out along with his passenger to assess the damage. He noticed that Mishra was grievously injured and was trapped inside the vehicle. Raniwala and his friends were also injured in the car that had turned turtle. Soon, other motorists on the Vakola flyover halted and started to step out. Someone dialled the police and the injured persons were extricated from their vehicles to be rushed to hospital. Mishra was pronounced dead at the hospital. Police found out that he was a Kalyan resident and informed his family. An FIR for negligence and rash driving was registered against Raniwala on the basis of Shaikh's statement."," Apr 17, 2024, 22:10 IST"
15,https://timesofindia.indiatimes.com/india/10-killed-as-car-rams-into-truck-on-ahmedabad-vadodara-expressway/articleshow/109375350.cms,"NADIAD: As many as 10 persons travelling in a car died after their speeding vehicle rammed into a truck on the Ahmedabad-Vadodara Expressway near Nadiad town of Gujarat 's Kheda district on Wednesday, police officials said. ""The car was going towards Ahmedabad from Vadodara when it rammed into the rear side of the truck on the expressway. While eight people died on the spot, two injured persons, who were shifted to a nearby hospital in an ambulance, succumbed later,"" said Inspector of Nadiad Rural police station Kirit Chaudhary. Nadiad MLA Pankaj Desai said it is possible the truck stopped on the left lane of the expressway due to some technical fault and the car driver did not get enough time to apply brakes and crashed into it."," Apr 17, 2024, 17:46 IST"
16,https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/nabha-natesh-eyes-a-strong-comeback-in-the-film-industry-following-car-accident/articleshow/109333357.cms,"Nabha Natesh is a prominent name in the film industry . However, the challenges brought by the pandemic disrupted her momentum. In 2022 Nabha encountered a major setback when she encountered a serious car accident . The incident left her with severe injuries , including a broken shoulder, necessitating extensive medical attention, surgeries, and a lengthy recovery period. While her peers were returning to sets, Nabha was focused on regaining her strength and healing from her injuries. In an interview with Hindustan Times Nabha about how she is going to bounce back despite the setbacks. Nabha was determined to pursue her passion for acting as she emphasized her commitment to seeking meaningful roles and collaborating with directors. The forced hiatus only fueled her determination, making her more eager than ever to showcase her talent on the big screen. Reflecting on her journey, Nabha acknowledged the challenges that come with fame, including the loss of privacy. However, she expressed gratitude for the love and support of her fans, emphasizing the joy she gets from performing. The experience of being recognized wherever she goes is like a constant reminder of her passion for acting. The accident also prompted Nabha to reassess her priorities and adopt a newfound appreciation for her physical and mental well-being. She recognized the importance of self-care and approached life with a new perspective, valuing her health above all else. With a resilient spirit and a newfound sense of purpose, Nabha remains optimistic about her future in the film industry. She is excited about her upcoming projects, including 'Swayambhu', where she will portray a character with a classical touch."," Apr 16, 2024, 10:26 IST"
17,https://timesofindia.indiatimes.com/city/nagpur/vehicle-pile-up-after-buffalo-wanders-onto-road-injures-six-in-nagpur/articleshow/109117569.cms,"NAGPUR: Six people got hurt in Nagpur on Sunday night due to a buffalo wandering onto the road, causing a chain reaction among vehicles. The incident occurred at Mankapur square. ""A buffalo came onto the street resulting in a Maruti Baleno car swerving and then triggering a chain reaction. It led to a multiple vehicle pile-up resulting in six persons getting injured . Deputy Commissioner of Police Rahul Madne is at the site,"" a police official said."," Apr 8, 2024, 08:01 IST"
18,https://timesofindia.indiatimes.com/city/hyderabad/infant-dies-three-of-telangana-family-critical-in-us-car-crash/articleshow/108999857.cms,"HYDERABAD: A one-year-old infant was killed, while his parents and elder brother suffered critical injuries in a car crash in Jackson County in USA's Florida. The family hails from Jadcharla in Telangana's Mahabubnagar. The couple, identified as Bommidi Anusha and Kommareddy Susheel, works as software engineers. They were returning from Cranial Facial therapy for their 11-year-old son, Advaith at the time of the incident. According to Florida Highway Patrol , the vehicle carrying four of the family, residents of Alabama, was traveling northbound on State Road 73 near Cottondale on Friday night. Officials say the car tried to pass another vehicle when it went into the southbound lane. The car then left the roadway, moving onto a grass shoulder until it hit a tree. The car continued moving before hitting another tree. The infant was transported by helicopter to a hospital in Tallahassee, Florida, with life-threatening injuries. But he succumbed to injuries yesterday. The other three victims were rushed to a hospital in Dothan with life-threatening injuries. The family has reached out for support with medical expenses during this challenging time."," Apr 3, 2024, 13:54 IST"
19,https://timesofindia.indiatimes.com/world/middle-east/one-killed-10-injured-in-cable-car-accident-in-turkeys-antalya/articleshow/109266406.cms,"NEW DELHI: One person died and 10 others got injured in a cable car accident in Antalya , Turkey of Friday. The incident occurred when a cabin hit a broken pole, leaving 24 cabins stranded in the air. Rescue operations lasted for 16 hours, with 112 people saved and around 60 still stuck in nine cabins. Luckily, no one faced critical injuries. The Disaster and Emergency Management Authority confirmed the safety of those awaiting rescue. They aimed to finish the operation before sunset. The interior ministry, through social media, mentioned employing seven helicopters and over 500 rescue workers for the mission. A video shared by the ministry displayed rescue teams using safety ropes to access the stranded cabins. The cable car, designed with 36 cabins carrying six passengers each, provides a scenic route to the Tunektepe facility in Antalya. The journey offers panoramic views and takes approximately nine minutes to reach the destination."," Apr 13, 2024, 13:30 IST"
20,https://timesofindia.indiatimes.com/city/bhopal/beer-can-under-brake-pedal-may-have-led-to-crash-that-killed-2-sp/articleshow/109227319.cms,"BHOPAL: Two days after two local BJP functionaries were killed while chatting by the roadside after being hit by a car driven by a trainee pilot in Madhya Pradesh's Guna , district SP said Thursday that a beer can was found under the vehicle's brake pedal and this might have caused the accident. Quoting eyewitnesses, the FIR lodged at a police station in Guna said the car's driver Saurabh Yadav, 27, as well as his fellow trainee pilot Abhaas Shandilya, 24, were "" intoxicated "". Guna SP Sanjeev Sinha said investigation is underway and medical reports of the accused are awaited. Yadav, a resident of Noida, and Shandilya, who is from Hyderabad, were remanded in judicial custody on Thursday. They were booked under IPC sections 304A (causing death by negligence), 279 (rash driving), 337 (causing hurt by rash or negligent act), and Section 185 of Motor Vehicle Act. While Guna district BJP secretary Anand Raghuvanshi and another party functionary Kamlesh Yadav died in the accident, Manoj Dhakad, president of sarpanch association, was critically injured.","Updated: Apr 12, 2024, 02:02 IST"
21,https://timesofindia.indiatimes.com/city/patna/seven-killed-six-injured-after-vehicle-collides-with-tractor-in-bihars-khagaria/articleshow/108575701.cms,"NEW DELHI: At least seven people were killed while six others suffered injuries after the jeep they were travelling collided head-on with a tractor in Bihar's Khagaria on Monday morning. The deceased include three children. The accident took place near a petrol pump in the Pasraha area at around 6.30am. ""Those who were travelling in the jeep were returning from a wedding ceremony when the accident took place. The tractor was overloaded. Those who were in the jeep died on the accident spot,"" said a police officer while talking to news agency PTI. The injured were admitted to a nearby health facility. ""Senior police and administrative officials have reached the spot and the matter is being investigated. The bodies are being sent for post-mortem examinations,"" said Chandan Kushwaha, Khagaria superintendent of police.","Updated: Mar 18, 2024, 10:54 IST"
22,https://timesofindia.indiatimes.com/city/goa/5-injured-in-car-accident-at-dabolim/articleshow/108906336.cms,"Vasco: Five occupants, including women, sustained injuries after the car in which they were travelling met with a self-accident near Vales junction at Alto-Dabolim early Saturday morning. Vasco police said that the accident occurred around 5am when the car was proceeding from Verna towards Dabolim airport. When they reached the junction, the car brushed against the road divider and then rammed into a roundabout. The vehicle then turned turtle, leaving all five occupants injured. “Preliminary investigation has revealed that the driver lost control over the vehicle which led to the accident,” said head constable Ashish Naik."," Mar 31, 2024, 04:55 IST"
23,https://timesofindia.indiatimes.com/india/union-minister-ramdas-athawale-meets-with-car-accident/articleshow/108683839.cms,"NEW DELHI: Union Minister of state for social justice and empowerment Ramdas Athawale met with a car accident while traveling from Satara's Wai towards Mumbai. The accident occurred in Wai, located in Satara district of Maharashtra. According to authorities, the car in which Athawale was traveling collided with a container due to sudden braking . This collision resulted in damage to the front bumper of the car. Samir Sheikh, Satara SP, confirmed that there were no injuries reported from the accident. Athawale himself was unharmed and continued his journey to Mumbai."," Mar 21, 2024, 19:41 IST"
24,https://timesofindia.indiatimes.com/city/bhopal/beer-can-under-pilots-car-brake-pedal-linked-to-guna-mishap-that-killed-two-bjp-leaders/articleshow/109216401.cms,"BHOPAL: The accident in Guna district of Madhya Pradesh which claimed the lives of two BJP leaders and left one injured, was apparently due to a beer can that rolled and got lodged under the brake pedal of the trainee pilot ’s car. Initial investigations revealed that the tin can's interference impeded the car's functionality. Moreover, it's alleged that both occupants of the vehicle were intoxicated at the time of the collision. The victims, Guna district BJP secretary Anand Raghuvanshi, husband of Mohanpur sarpanch Kamlesh Yadav, and president of the Sarpanch Association Manoj Dhakad, were chatting outside New City Colony when tragedy struck. All three were at home, resting, before receiving a call from a friend inviting them out. The accident caused outrage among family members and BJP supporters, leading to a blockade of Nanakhedi Mandi Road on Wednesday morning. However, police and administration officials intervened, assuring them of action in the case. Union Minister Jyotiraditya Scindia visited the hospital that night and canceled all his scheduled programs in Guna and Bamori on Wednesday. Sources revealed that Scindia was to inaugurate a party office on Wednesday, and the trio had met to discuss arrangements. Scindia also carried the biers during the cremation. An eyewitness recounted the moments leading up to the accident, describing how a speeding black car collided first with Kamlesh Yadav and then with Anand Raghuvanshi's scooter before crashing into a divider. CCTV footage corroborated the collision, showing the car slamming into the scooter from behind before the scooter crashed into the divider. Further investigation revealed that the car, registered with number TS08JB5420, was from Hyderabad. The driver, Saurabh Yadav, was found to be under the influence of alcohol. The car belonged to Abhaas Shandilya, a 24-year-old from Hyderabad, whose father is a businessman in the city. Police discovered beer bottles inside the car.","Updated: Apr 11, 2024, 13:52 IST"
25,https://timesofindia.indiatimes.com/city/nagpur/congress-bjp-trade-charges-as-truck-hits-nana-patoles-car-in-maharashtra/articleshow/109209198.cms,"NAGPUR: Maharashtra Congress president Nana Patole had a lucky escape on Tuesday night when a truck hit the SUV he was travelling in, near Bhilewada in Bhandara district . The incident has kicked up a political storm in the state, with Congress on Wednesday alleging it was an attempt on Patole's life. Patole was returning home in Sukli village after campaigning at Ganeshpur in Bhandara district, when the accident took place around 11.30pm. Bhandara SP Lohit Matani said it appeared to be an accident, but police are ""still checking the phone records and messages of the truck driver to rule out any doubts"". On Wednesday, Patole shared a video of the incident on his X handle and said: ""Last night, a truck tried to hit our car intentionally near Bhandara. We were unhurt, but the vehicle got badly damaged. I am safe due to people's blessings. We have filed a police complaint and the police will find out whether it is sabotage or something else."" BJP dismissed the conspiracy angle, with its state president Chandrashekhar Bawankule saying no one hatched such mischievous plots in Maharashtra politics. ""He does not understand the culture of Maharashtra. I pray to Devi Mahalaxmi that he lives a long and happy life,"" Bawankule said.","Updated: Apr 11, 2024, 10:23 IST"
26,https://timesofindia.indiatimes.com/city/madurai/five-killed-as-car-rams-into-two-wheeler-in-tamil-nadus-madurai/articleshow/109192690.cms,"MADURAI:Five individuals, including four family members , tragically lost their lives in Madurai , Tamil Nadu .The incident occurred when their car veered out of control, collided with a two-wheeler, and landed on an adjacent lane. The driver attempted to avoid hitting a fruit seller on the Virudhunagar-Tirumangalam highway, leading to the fatal chain of events. The sudden braking caused the car to crash into the median before being flung onto the neighboring lane. The deceased have been identified as Kanakavel (62), his wife Krishnakumari (58), daughter-in-law Nagajyoti (28), and eight-year-old grandson. Additionally, the fruit seller, Pandi (55), also succumbed to the tragic accident. Police have initiated an investigation into the case."," Apr 10, 2024, 15:25 IST"
